"method","path","callsite_count","source_files","representative_line","laravel_status","laravel_methods","laravel_handlers","aspnet_status","aspnet_methods","aspnet_controllers"
"PUT","/api/v2/messages/{id}","1","pages/messages/ConversationPage.tsx","1590","exists","PUT","[\App\Http\Controllers\Api\MessagesController::class, 'update']","exists","PUT","DirectMessageMutations"
"POST","/api/v2/messages/{id}/reactions","1","pages/messages/ConversationPage.tsx","1261","exists","POST","[\App\Http\Controllers\Api\MessagesController::class, 'toggleReaction']","exists","POST","MemberParity"
"PUT","/api/v2/messages/{id}/read","2","pages/messages/ConversationPage.tsx","550","exists","PUT","[\App\Http\Controllers\Api\MessagesController::class, 'markRead']","exists","PUT","Messages"
"POST","/api/v2/messages/{id}/request-coordinator","1","pages/messages/ConversationPage.tsx","849","exists","POST","[\App\Http\Controllers\Api\MessagesController::class, 'requestCoordinator']","exists-compatibility","POST","LaravelReactUtilityCompatibility"
"POST","/api/v2/messages/{id}/translate","2","pages/messages/components/MessageBubble.tsx;pages/messages/ConversationPage.tsx","156","exists","POST","[\App\Http\Controllers\Api\MessagesController::class, 'translateTranscript']","exists","POST","MemberParity"
"DELETE","/api/v2/messages/conversations/{id}","1","pages/messages/ConversationPage.tsx","1079","exists","DELETE","[\App\Http\Controllers\Api\MessagesController::class, 'archiveConversation']","exists","DELETE","Messages"
"POST","/api/v2/messages/conversations/{id}/restore","1","pages/messages/MessagesPage.tsx","367","exists","POST","[\App\Http\Controllers\Api\MessagesController::class, 'restoreConversation']","exists","POST","Messages"
"GET","/api/v2/messages/restriction-status","2","pages/messages/ConversationPage.tsx;pages/messages/MessagesPage.tsx","821","exists","GET","[\App\Http\Controllers\Api\MessagesController::class, 'restrictionStatus']","exists-compatibility","GET","ReactFrontendCompatibility"
"POST","/api/v2/messages/typing","1","contexts/PusherContext.tsx","498","exists","POST","[\App\Http\Controllers\Api\MessagesController::class, 'typing']","exists-compatibility","POST","CompatibilityAlias"
"GET","/api/v2/messages/unread-count","1","contexts/NotificationsContext.tsx","106","exists","GET","[\App\Http\Controllers\Api\MessagesController::class, 'unreadCount']","exists","GET","Messages"
"POST","/api/v2/messages/voice","1","pages/messages/ConversationPage.tsx","1219","exists","POST","[\App\Http\Controllers\Api\MessagesController::class, 'sendVoice']","exists","POST","MemberParity"
"POST","/api/v2/metrics","1","lib/performance.ts","224","exists","POST","[\App\Http\Controllers\Api\MetricsController::class, 'store']","exists","POST","V15MemberParity"
"UNRESOLVED","/api/v2/metrics","1","lib/performance.ts","271","exists-unambiguous-method","POST","[\App\Http\Controllers\Api\MetricsController::class, 'store']","exists-unambiguous-method","POST","V15MemberParity"
"GET","/api/v2/metrics/summary","1","admin/modules/performance/PerformanceDashboard.tsx","80","exists","GET","[\App\Http\Controllers\Api\MetricsController::class, 'summary']","exists","GET","V15MemberParity"
"GET","/api/v2/municipality/{id}/events-calendar","1","pages/public/MunicipalityCalendarPage.tsx","93","exists","GET","[\App\Http\Controllers\Api\Verein\VereinFederationMemberController::class, 'municipalityCalendar']","exists","GET","MunicipalityEventsCalendar"
"POST","/api/v2/newsletter/unsubscribe","1","pages/newsletter/NewsletterUnsubscribePage.tsx","49","exists","POST","[\App\Http\Controllers\Api\NewsletterController::class, 'unsubscribe']","exists","POST","Newsletter"
"DELETE","/api/v2/notifications/{id}","1","pages/notifications/NotificationsPage.tsx","239","exists","DELETE","[\App\Http\Controllers\Api\NotificationsController::class, 'destroy']","exists-compatibility","DELETE","V15SocialCompatibility"
"POST","/api/v2/notifications/{id}/read","1","contexts/NotificationsContext.tsx","142","exists","POST","[\App\Http\Controllers\Api\NotificationsController::class, 'markRead']","exists-compatibility","POST","V15SocialCompatibility"
"GET","/api/v2/notifications/counts","1","contexts/NotificationsContext.tsx","105","exists","GET","[\App\Http\Controllers\Api\NotificationsController::class, 'counts']","exists-compatibility","GET","V15SocialCompatibility"
"POST","/api/v2/notifications/group/read","1","pages/notifications/NotificationsPage.tsx","204","exists","POST","[\App\Http\Controllers\Api\NotificationsController::class, 'markGroupRead']","exists-compatibility","POST","V15SocialCompatibility"
"GET","/api/v2/notifications/grouped","3","components/layout/NotificationFlyout.tsx;pages/notifications/NotificationsPage.tsx","79","exists","GET","[\App\Http\Controllers\Api\NotificationsController::class, 'grouped']","exists-compatibility","GET","V15SocialCompatibility"
"POST","/api/v2/notifications/read-all","1","contexts/NotificationsContext.tsx","158","exists","POST","[\App\Http\Controllers\Api\NotificationsController::class, 'markAllRead']","exists-compatibility","POST","V15SocialCompatibility"
"GET","/api/v2/notifications/settings","1","pages/settings/SettingsPage.tsx","391","exists","GET","[\App\Http\Controllers\Api\UsersController::class, 'getSettings']","exists-compatibility","GET","V15SocialCompatibility"
"GET","/api/v2/onboarding/categories","1","pages/onboarding/OnboardingPage.tsx","277","exists","GET","[\App\Http\Controllers\Api\OnboardingController::class, 'categories']","exists-compatibility","GET","Compatibility"
"POST","/api/v2/onboarding/complete","1","pages/onboarding/OnboardingPage.tsx","436","exists","POST","[\App\Http\Controllers\Api\OnboardingController::class, 'complete']","exists-compatibility","POST","Compatibility;Onboarding"
"GET","/api/v2/onboarding/config","1","hooks/useOnboardingConfig.ts","99","exists","GET","[\App\Http\Controllers\Api\OnboardingController::class, 'getConfig']","exists","GET","MiscParity"
"POST","/api/v2/onboarding/safeguarding","1","pages/onboarding/SafeguardingStep.tsx","229","exists","POST","[\App\Http\Controllers\Api\OnboardingController::class, 'saveSafeguarding']","exists","POST","OnboardingSafeguarding"
"GET","/api/v2/onboarding/safeguarding-options","1","pages/onboarding/SafeguardingStep.tsx","132","exists","GET","[\App\Http\Controllers\Api\OnboardingController::class, 'safeguardingOptions']","exists","GET","OnboardingSafeguarding"
"GET","/api/v2/onboarding/status","1","pages/onboarding/OnboardingPage.tsx","207","exists","GET","[\App\Http\Controllers\Api\OnboardingController::class, 'status']","exists","GET","MiscParity"
"GET","/api/v2/pages/{id}","1","pages/public/CustomPage.tsx","84","exists","GET","[\App\Http\Controllers\Api\PagesPublicController::class, 'show']","exists","GET","Pages"
"POST","/api/v2/pilot-inquiry","1","pages/public/PilotInquiryPage.tsx","211","exists","POST","[\App\Http\Controllers\Api\PilotInquiryController::class, 'submitInquiry']","exists","POST","MiscParity"
"GET","/api/v2/platform/stats","2","components/landing/StatsSection.tsx;pages/public/AboutPage.tsx","49","exists","GET","[\App\Http\Controllers\Api\TenantBootstrapController::class, 'platformStats']","exists-compatibility","GET","ReactFrontendCompatibility"
"UNRESOLVED","/api/v2/platform/stats","1","lib/api.ts","632","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\TenantBootstrapController::class, 'platformStats']","exists-compatibility","GET","ReactFrontendCompatibility"
"POST","/api/v2/podcasts","1","lib/api/podcasts.ts","262","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'store']","exists-compatibility","POST","PodcastsCompatibility"
"UNRESOLVED","/api/v2/podcasts","1","lib/api/podcasts.ts","227","exists-any-method","GET;POST","[\App\Http\Controllers\Api\PodcastController::class, 'index'];[\App\Http\Controllers\Api\PodcastController::class, 'store']","exists-compatibility","GET;POST","PodcastsCompatibility"
"DELETE","/api/v2/podcasts/{id}","1","lib/api/podcasts.ts","277","exists","DELETE","[\App\Http\Controllers\Api\PodcastController::class, 'destroy']","exists-compatibility","DELETE","PodcastsCompatibility"
"GET","/api/v2/podcasts/{id}","1","lib/api/podcasts.ts","253","exists","GET","[\App\Http\Controllers\Api\PodcastController::class, 'show']","exists-compatibility","GET","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}","1","lib/api/podcasts.ts","305","method-mismatch","DELETE;PUT","[\App\Http\Controllers\Api\PodcastController::class, 'destroy'];[\App\Http\Controllers\Api\PodcastController::class, 'update']","exists-compatibility","DELETE;PUT","PodcastsCompatibility"
"PUT","/api/v2/podcasts/{id}","1","lib/api/podcasts.ts","265","exists","PUT","[\App\Http\Controllers\Api\PodcastController::class, 'update']","exists-compatibility","PUT","PodcastsCompatibility"
"GET","/api/v2/podcasts/{id}/{id}","1","lib/api/podcasts.ts","256","exists","GET","[\App\Http\Controllers\Api\PodcastController::class, 'episode']","exists-compatibility","GET","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}/archive","1","lib/api/podcasts.ts","274","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'archive']","exists-compatibility","POST","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}/artwork","1","lib/api/podcasts.ts","268","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'uploadArtwork']","exists-compatibility","POST","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}/episodes","1","lib/api/podcasts.ts","298","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'storeEpisode']","exists-compatibility","POST","PodcastsCompatibility"
"DELETE","/api/v2/podcasts/{id}/episodes/{id}","1","lib/api/podcasts.ts","321","exists","DELETE","[\App\Http\Controllers\Api\PodcastController::class, 'destroyEpisode']","exists-compatibility","DELETE","PodcastsCompatibility"
"PUT","/api/v2/podcasts/{id}/episodes/{id}","1","lib/api/podcasts.ts","309","exists","PUT","[\App\Http\Controllers\Api\PodcastController::class, 'updateEpisode']","exists-compatibility","PUT","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}/episodes/{id}/archive","1","lib/api/podcasts.ts","318","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'archiveEpisode']","exists-compatibility","POST","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}/episodes/{id}/cover","1","lib/api/podcasts.ts","312","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'uploadEpisodeCover']","exists-compatibility","POST","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}/episodes/{id}/publish","1","lib/api/podcasts.ts","315","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'publishEpisode']","exists-compatibility","POST","PodcastsCompatibility"
"UNRESOLVED","/api/v2/podcasts/{id}/feed.xml","1","pages/podcasts/PodcastShowPage.tsx","61","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\PodcastController::class, 'rss']","exists-compatibility","GET","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}/publish","1","lib/api/podcasts.ts","271","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'publish']","exists-compatibility","POST","PodcastsCompatibility"
"GET","/api/v2/podcasts/{id}/stats","1","lib/api/podcasts.ts","344","exists","GET","[\App\Http\Controllers\Api\PodcastController::class, 'stats']","exists-compatibility","GET","PodcastsCompatibility"
"POST","/api/v2/podcasts/{id}/subscribe","1","lib/api/podcasts.ts","280","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'subscribe']","exists-compatibility","POST","PodcastsCompatibility"
"GET","/api/v2/podcasts/{id}/validate-feed","1","lib/api/podcasts.ts","340","exists","GET","[\App\Http\Controllers\Api\PodcastController::class, 'validateFeedForOwner']","exists-compatibility","GET","PodcastsCompatibility"
"POST","/api/v2/podcasts/episodes/{id}/listen","1","lib/api/podcasts.ts","324","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'listen']","exists-compatibility","POST","PodcastsCompatibility"
"UNRESOLVED","/api/v2/podcasts/episodes/{id}/listen","1","contexts/PodcastPlayerContext.tsx","155","exists-unambiguous-method","POST","[\App\Http\Controllers\Api\PodcastController::class, 'listen']","exists-compatibility","POST","PodcastsCompatibility"
"POST","/api/v2/podcasts/episodes/{id}/reaction","1","lib/api/podcasts.ts","327","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'reaction']","exists-compatibility","POST","PodcastsCompatibility"
"POST","/api/v2/podcasts/episodes/{id}/report","1","lib/api/podcasts.ts","330","exists","POST","[\App\Http\Controllers\Api\PodcastController::class, 'report']","exists-compatibility","POST","PodcastsCompatibility"
"UNRESOLVED","/api/v2/podcasts/feed/{id}/{id}.xml","1","pages/podcasts/PodcastShowPage.tsx","60","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\PodcastController::class, 'rssForTenant']","exists-compatibility","GET","PodcastsCompatibility"
"GET","/api/v2/podcasts/mine","1","lib/api/podcasts.ts","259","exists","GET","[\App\Http\Controllers\Api\PodcastController::class, 'authored']","exists-compatibility","GET","PodcastsCompatibility"
"UNRESOLVED","/api/v2/podcasts/mine","1","pages/podcasts/PodcastStudioPage.tsx","39","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\PodcastController::class, 'authored']","exists-compatibility","GET","PodcastsCompatibility"
"GET","/api/v2/polls","3","pages/events/CreateEventPage.tsx;pages/events/EventDetailPage.tsx;pages/polls/PollsPage.tsx","399","exists","GET","[\App\Http\Controllers\Api\PollsController::class, 'index']","exists","GET","Polls"
"POST","/api/v2/polls","1","pages/polls/PollsPage.tsx","583","exists","POST","[\App\Http\Controllers\Api\PollsController::class, 'store']","exists","POST","Polls"
"DELETE","/api/v2/polls/{id}","1","pages/polls/PollsPage.tsx","669","exists","DELETE","[\App\Http\Controllers\Api\PollsController::class, 'destroy']","exists-compatibility","DELETE","ReactFrontendCompatibility"
"UNRESOLVED","/api/v2/polls/{id}/export","1","pages/polls/PollsPage.tsx","771","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\PollsController::class, 'export']","exists-unambiguous-method","GET","MiscParity"
"POST","/api/v2/polls/{id}/rank","1","pages/polls/PollsPage.tsx","715","exists","POST","[\App\Http\Controllers\Api\PollsController::class, 'rank']","exists-compatibility","POST","CompatibilityAlias"
"GET","/api/v2/polls/{id}/ranked-results","1","pages/polls/PollsPage.tsx","699","exists","GET","[\App\Http\Controllers\Api\PollsController::class, 'rankedResults']","exists-compatibility","GET","ReactFrontendCompatibility"
"POST","/api/v2/polls/{id}/vote","2","pages/events/EventDetailPage.tsx;pages/polls/PollsPage.tsx","388","exists","POST","[\App\Http\Controllers\Api\PollsController::class, 'vote']","exists","POST","Polls"
"GET","/api/v2/polls/categories","1","pages/polls/PollsPage.tsx","436","exists","GET","[\App\Http\Controllers\Api\PollsController::class, 'categories']","exists-compatibility","GET","ReactFrontendCompatibility"
"POST","/api/v2/presence/heartbeat","1","contexts/PresenceContext.tsx","136","exists","POST","[\App\Http\Controllers\Api\PresenceController::class, 'heartbeat']","exists-compatibility","POST","V15SocialCompatibility"
"GET","/api/v2/presence/online-count","1","contexts/PresenceContext.tsx","215","exists","GET","[\App\Http\Controllers\Api\PresenceController::class, 'onlineCount']","exists-compatibility","GET","V15SocialCompatibility"
"PUT","/api/v2/presence/privacy","1","contexts/PresenceContext.tsx","310","exists","PUT","[\App\Http\Controllers\Api\PresenceController::class, 'setPrivacy']","exists-compatibility","PUT","V15SocialCompatibility"
"PUT","/api/v2/presence/status","1","contexts/PresenceContext.tsx","279","exists","PUT","[\App\Http\Controllers\Api\PresenceController::class, 'setStatus']","exists-compatibility","PUT","V15SocialCompatibility"
