"method","path","callsite_count","source_files","representative_line","laravel_status","laravel_methods","laravel_handlers","aspnet_status","aspnet_methods","aspnet_controllers"
"GET","/api/v2/admin/comments","2","admin/api/adminApi.ts;admin/modules/moderation/CommentsModeration.tsx","2694","exists","GET","[\App\Http\Controllers\Api\AdminCommentsController::class, 'index']","exists-compatibility","GET","AdminCompatibility3"
"DELETE","/api/v2/admin/comments/{id}","1","admin/api/adminApi.ts","2703","exists","DELETE","[\App\Http\Controllers\Api\AdminCommentsController::class, 'destroy']","exists-compatibility","DELETE","AdminCompatibility3"
"GET","/api/v2/admin/comments/{id}","1","admin/api/adminApi.ts","2697","exists","GET","[\App\Http\Controllers\Api\AdminCommentsController::class, 'show']","exists-compatibility","GET","AdminCompatibility3"
"POST","/api/v2/admin/comments/{id}/hide","1","admin/api/adminApi.ts","2700","exists","POST","[\App\Http\Controllers\Api\AdminCommentsController::class, 'hide']","exists-compatibility","POST","AdminCompatibility3"
"GET","/api/v2/admin/community-analytics","2","admin/api/adminApi.ts;admin/modules/analytics/CommunityAnalytics.tsx","2538","exists","GET","[\App\Http\Controllers\Api\AdminCommunityAnalyticsController::class, 'index']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/community-analytics/export","2","admin/api/adminApi.ts;admin/modules/analytics/CommunityAnalytics.tsx","2539","exists","GET","[\App\Http\Controllers\Api\AdminCommunityAnalyticsController::class, 'export']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/community-analytics/geography","1","admin/modules/analytics/CommunityAnalytics.tsx","157","exists","GET","[\App\Http\Controllers\Api\AdminCommunityAnalyticsController::class, 'geography']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/config","1","admin/api/adminApi.ts","355","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getConfig']","exists","GET","Admin"
"GET","/api/v2/admin/config/ai","1","admin/api/adminApi.ts","1913","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getAiConfig']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/config/ai","1","admin/api/adminApi.ts","1914","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateAiConfig']","exists-compatibility","PUT","AdminCompatibility"
"PUT","/api/v2/admin/config/algorithm/{id}","1","admin/api/adminApi.ts","1920","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateAlgorithmConfig']","exists-compatibility","PUT","AdminCompatibility"
"GET","/api/v2/admin/config/algorithm-health","1","admin/api/adminApi.ts","1921","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getAlgorithmHealth']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/config/algorithms","1","admin/api/adminApi.ts","1919","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getAlgorithmConfig']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/config/authentication","1","admin/api/adminApi.ts","485","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getAuthenticationConfig']","exists","GET","AuthenticationConfiguration"
"PUT","/api/v2/admin/config/authentication/bulk","1","admin/api/adminApi.ts","490","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateAuthenticationConfigBulk']","exists","PUT","AuthenticationConfiguration"
"GET","/api/v2/admin/config/events","1","admin/api/adminApi.ts","368","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getEventConfig']","exists","GET","AdminEventConfiguration"
"PUT","/api/v2/admin/config/events","1","admin/api/adminApi.ts","374","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateEventConfig']","exists","PUT","AdminEventConfiguration"
"GET","/api/v2/admin/config/events/audit-log","1","admin/api/adminApi.ts","371","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getEventConfigAuditLog']","exists","GET","AdminEventConfiguration"
"POST","/api/v2/admin/config/events/restore-defaults","1","admin/api/adminApi.ts","377","exists","POST","[\App\Http\Controllers\Api\AdminConfigController::class, 'restoreEventConfigDefaults']","exists","POST","AdminEventConfiguration"
"PUT","/api/v2/admin/config/features","1","admin/api/adminApi.ts","358","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateFeature']","exists-compatibility","PUT","AdminCompatibility"
"GET","/api/v2/admin/config/feed-algorithm","1","admin/api/adminApi.ts","1916","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getFeedAlgorithmConfig']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/config/feed-algorithm","1","admin/api/adminApi.ts","1917","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateFeedAlgorithmConfig']","exists-compatibility","PUT","AdminCompatibility"
"GET","/api/v2/admin/config/groups","1","admin/api/adminApi.ts","407","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getGroupConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/config/groups","1","admin/api/adminApi.ts","412","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateGroupConfig']","exists","PUT","AdminExplicitParity"
"PUT","/api/v2/admin/config/groups/bulk","1","admin/api/adminApi.ts","418","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateGroupConfigBulk']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/config/identity","1","admin/api/adminApi.ts","474","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getIdentityConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/config/identity/bulk","1","admin/api/adminApi.ts","479","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateIdentityConfigBulk']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/config/images","1","admin/api/adminApi.ts","1923","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getImageConfig']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/config/images","1","admin/api/adminApi.ts","1924","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateImageConfig']","exists-compatibility","PUT","AdminCompatibility"
"GET","/api/v2/admin/config/jobs","1","admin/api/adminApi.ts","452","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getJobConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/config/jobs/bulk","1","admin/api/adminApi.ts","457","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateJobConfigBulk']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/config/landing-page","1","admin/api/adminApi.ts","2881","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getLandingPageConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/config/landing-page","1","admin/api/adminApi.ts","2885","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateLandingPageConfig']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/config/languages","1","admin/api/adminApi.ts","393","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getLanguageConfig']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/config/languages","1","admin/api/adminApi.ts","401","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateLanguageConfig']","exists-compatibility","PUT","AdminCompatibility"
"GET","/api/v2/admin/config/listings","1","admin/api/adminApi.ts","424","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getListingConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/config/listings","1","admin/api/adminApi.ts","429","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateListingConfig']","exists","PUT","AdminExplicitParity"
"PUT","/api/v2/admin/config/listings/bulk","1","admin/api/adminApi.ts","435","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateListingConfigBulk']","exists","PUT","AdminExplicitParity"
"PUT","/api/v2/admin/config/modules","1","admin/api/adminApi.ts","365","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateModule']","exists-compatibility","PUT","AdminCompatibility"
"GET","/api/v2/admin/config/native-app","1","admin/api/adminApi.ts","1931","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getNativeAppConfig']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/config/native-app","1","admin/api/adminApi.ts","1932","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateNativeAppConfig']","exists-compatibility","PUT","AdminCompatibility"
"GET","/api/v2/admin/config/native-app/build-manifest","1","admin/api/adminApi.ts","1933","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getNativeAppBuildManifest']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/config/onboarding","1","admin/modules/system/OnboardingSettings.tsx","146","exists","GET","[\App\Http\Controllers\Api\AdminOnboardingConfigController::class, 'getConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/config/onboarding","1","admin/modules/system/OnboardingSettings.tsx","170","exists","PUT","[\App\Http\Controllers\Api\AdminOnboardingConfigController::class, 'updateConfig']","exists","PUT","AdminExplicitParity"
"POST","/api/v2/admin/config/onboarding/apply-preset","1","admin/modules/system/OnboardingSettings.tsx","191","exists","POST","[\App\Http\Controllers\Api\AdminOnboardingConfigController::class, 'applyPreset']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/config/podcasts","1","admin/api/adminApi.ts","463","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getPodcastConfig']","exists-compatibility","GET","PodcastsCompatibility"
"PUT","/api/v2/admin/config/podcasts/bulk","1","admin/api/adminApi.ts","468","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updatePodcastConfigBulk']","exists-compatibility","PUT","PodcastsCompatibility"
"GET","/api/v2/admin/config/registration-policy","1","admin/modules/system/RegistrationPolicySettings.tsx","175","exists","GET","[\App\Http\Controllers\Api\RegistrationPolicyController::class, 'getPolicy']","exists-compatibility","GET","ReactFrontendCompatibility"
"PUT","/api/v2/admin/config/registration-policy","1","admin/modules/system/RegistrationPolicySettings.tsx","210","exists","PUT","[\App\Http\Controllers\Api\RegistrationPolicyController::class, 'updatePolicy']","exists-compatibility","PUT","ReactFrontendCompatibility"
"GET","/api/v2/admin/config/seo","1","admin/api/adminApi.ts","1926","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getSeoConfig']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/config/seo","1","admin/api/adminApi.ts","1927","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateSeoConfig']","exists-compatibility","PUT","AdminCompatibility"
"POST","/api/v2/admin/config/sitemap-clear-cache","1","admin/api/adminApi.ts","1929","exists","POST","[\App\Http\Controllers\Api\AdminConfigController::class, 'clearSitemapCache']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/config/sitemap-stats","1","admin/api/adminApi.ts","1928","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getSitemapStats']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/config/translation","2","admin/api/adminApi.ts;admin/modules/config/TranslationConfig.tsx","497","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getTranslationConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/config/translation","2","admin/api/adminApi.ts;admin/modules/config/TranslationConfig.tsx","502","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateTranslationConfig']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/config/volunteering","1","admin/api/adminApi.ts","441","exists","GET","[\App\Http\Controllers\Api\AdminConfigController::class, 'getVolunteeringConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/config/volunteering/bulk","1","admin/api/adminApi.ts","446","exists","PUT","[\App\Http\Controllers\Api\AdminConfigController::class, 'updateVolunteeringConfigBulk']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/courses","1","admin/modules/courses/CoursesAdmin.tsx","61","exists","GET","[\App\Http\Controllers\Api\AdminCourseController::class, 'index']","exists","GET","AdminCourses"
"POST","/api/v2/admin/courses/{id}/moderate","1","admin/modules/courses/CoursesAdmin.tsx","73","exists","POST","[\App\Http\Controllers\Api\AdminCourseController::class, 'moderate']","exists","POST","AdminCourses"
"GET","/api/v2/admin/courses/analytics","1","admin/modules/courses/CoursesAdmin.tsx","60","exists","GET","[\App\Http\Controllers\Api\AdminCourseController::class, 'analytics']","exists","GET","AdminCourses"
"GET","/api/v2/admin/courses/instructors","1","admin/modules/courses/CoursesAdmin.tsx","62","exists","GET","[\App\Http\Controllers\Api\AdminCourseController::class, 'listInstructors']","exists","GET","AdminCourses"
"POST","/api/v2/admin/courses/instructors","1","admin/modules/courses/CoursesAdmin.tsx","85","exists","POST","[\App\Http\Controllers\Api\AdminCourseController::class, 'grantInstructor']","exists","POST","AdminCourses"
"DELETE","/api/v2/admin/courses/instructors/{id}","1","admin/modules/courses/CoursesAdmin.tsx","96","exists","DELETE","[\App\Http\Controllers\Api\AdminCourseController::class, 'revokeInstructor']","exists","DELETE","AdminCourses"
"GET","/api/v2/admin/crm/admins","1","admin/api/adminApi.ts","2779","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'listAdmins']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/crm/dashboard","1","admin/api/adminApi.ts","2771","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'dashboard']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/crm/export/{id}","1","admin/modules/crm/CrmDashboard.tsx","82","missing","","","exists-compatibility","GET","ReactFrontendCompatibility"
"GET","/api/v2/admin/crm/export/dashboard","1","admin/api/adminApi.ts","2827","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'exportDashboard']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/crm/export/notes","1","admin/api/adminApi.ts","2825","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'exportNotes']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/crm/export/tasks","1","admin/api/adminApi.ts","2826","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'exportTasks']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/crm/funnel","1","admin/api/adminApi.ts","2775","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'funnel']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/crm/notes","1","admin/api/adminApi.ts","2783","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'listNotes']","exists-compatibility","GET","AdminCompatibility3"
"POST","/api/v2/admin/crm/notes","1","admin/api/adminApi.ts","2786","exists","POST","[\App\Http\Controllers\Api\AdminCrmController::class, 'createNote']","exists-compatibility","POST","AdminCompatibility3"
"DELETE","/api/v2/admin/crm/notes/{id}","1","admin/api/adminApi.ts","2792","exists","DELETE","[\App\Http\Controllers\Api\AdminCrmController::class, 'deleteNote']","exists","DELETE","AdminCrm"
"PUT","/api/v2/admin/crm/notes/{id}","1","admin/api/adminApi.ts","2789","exists","PUT","[\App\Http\Controllers\Api\AdminCrmController::class, 'updateNote']","exists","PUT","AdminCrm"
"GET","/api/v2/admin/crm/tags","1","admin/api/adminApi.ts","2809","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'listTags']","exists-compatibility","GET","AdminCompatibility3"
"POST","/api/v2/admin/crm/tags","1","admin/api/adminApi.ts","2812","exists","POST","[\App\Http\Controllers\Api\AdminCrmController::class, 'addTag']","exists-compatibility","POST","AdminCompatibility3"
"DELETE","/api/v2/admin/crm/tags/{id}","1","admin/api/adminApi.ts","2815","exists","DELETE","[\App\Http\Controllers\Api\AdminCrmController::class, 'removeTag']","exists-compatibility","DELETE","AdminCompatibility3"
"DELETE","/api/v2/admin/crm/tags/bulk","1","admin/api/adminApi.ts","2818","exists","DELETE","[\App\Http\Controllers\Api\AdminCrmController::class, 'bulkRemoveTag']","exists-compatibility","DELETE","AdminCompatibility3"
"GET","/api/v2/admin/crm/tasks","1","admin/api/adminApi.ts","2796","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'listTasks']","exists","GET","AdminCrm"
"POST","/api/v2/admin/crm/tasks","1","admin/api/adminApi.ts","2799","exists","POST","[\App\Http\Controllers\Api\AdminCrmController::class, 'createTask']","exists","POST","AdminCrm"
"DELETE","/api/v2/admin/crm/tasks/{id}","1","admin/api/adminApi.ts","2805","exists","DELETE","[\App\Http\Controllers\Api\AdminCrmController::class, 'deleteTask']","exists","DELETE","AdminCrm"
"PUT","/api/v2/admin/crm/tasks/{id}","1","admin/api/adminApi.ts","2802","exists","PUT","[\App\Http\Controllers\Api\AdminCrmController::class, 'updateTask']","exists","PUT","AdminCrm"
"GET","/api/v2/admin/crm/timeline","1","admin/api/adminApi.ts","2822","exists","GET","[\App\Http\Controllers\Api\AdminCrmController::class, 'timeline']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/dashboard/activity","1","admin/api/adminApi.ts","182","exists","GET","[\App\Http\Controllers\Api\AdminDashboardController::class, 'activity']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/dashboard/stats","1","admin/api/adminApi.ts","175","exists","GET","[\App\Http\Controllers\Api\AdminDashboardController::class, 'stats']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/dashboard/trends","1","admin/api/adminApi.ts","178","exists","GET","[\App\Http\Controllers\Api\AdminDashboardController::class, 'trends']","exists-compatibility","GET","AdminCompatibility"
"GET","/api/v2/admin/deliverability","1","admin/api/adminApi.ts","1865","exists","GET","[\App\Http\Controllers\Api\AdminDeliverabilityController::class, 'getDeliverables']","exists-compatibility","GET","AdminCompatibility3"
"POST","/api/v2/admin/deliverability","1","admin/api/adminApi.ts","1868","exists","POST","[\App\Http\Controllers\Api\AdminDeliverabilityController::class, 'createDeliverable']","exists-compatibility","POST","AdminCompatibility3"
"DELETE","/api/v2/admin/deliverability/{id}","1","admin/api/adminApi.ts","1871","exists","DELETE","[\App\Http\Controllers\Api\AdminDeliverabilityController::class, 'deleteDeliverable']","exists-compatibility","DELETE","AdminCompatibility3"
"GET","/api/v2/admin/deliverability/{id}","1","admin/api/adminApi.ts","1866","exists","GET","[\App\Http\Controllers\Api\AdminDeliverabilityController::class, 'getDeliverable']","exists-compatibility","GET","AdminCompatibility3"
"PUT","/api/v2/admin/deliverability/{id}","1","admin/api/adminApi.ts","1870","exists","PUT","[\App\Http\Controllers\Api\AdminDeliverabilityController::class, 'updateDeliverable']","exists-compatibility","PUT","AdminCompatibility3"
"POST","/api/v2/admin/deliverability/{id}/comments","1","admin/api/adminApi.ts","1875","exists","POST","[\App\Http\Controllers\Api\AdminDeliverabilityController::class, 'addComment']","exists-compatibility","POST","AdminCompatibility3"
"GET","/api/v2/admin/deliverability/analytics","1","admin/api/adminApi.ts","1873","exists","GET","[\App\Http\Controllers\Api\AdminDeliverabilityController::class, 'getAnalytics']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/deliverability/dashboard","1","admin/api/adminApi.ts","1863","exists","GET","[\App\Http\Controllers\Api\AdminDeliverabilityController::class, 'getDashboard']","exists-compatibility","GET","AdminCompatibility3"
"POST","/api/v2/admin/donations/{id}/refund","1","admin/api/adminApi.ts","3039","exists","POST","[\App\Http\Controllers\Api\DonationPaymentController::class, 'adminRefund']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/email/config","1","admin/api/adminApi.ts","1935","exists","GET","[\App\Http\Controllers\Api\AdminEmailController::class, 'getConfig']","exists-compatibility","GET","AdminCompatibility"
"PUT","/api/v2/admin/email/config","1","admin/api/adminApi.ts","1936","exists","PUT","[\App\Http\Controllers\Api\AdminEmailController::class, 'updateConfig']","exists-compatibility","PUT","AdminCompatibility"
"POST","/api/v2/admin/email/test-provider","1","admin/api/adminApi.ts","1937","exists","POST","[\App\Http\Controllers\Api\AdminEmailController::class, 'testProvider']","exists-compatibility","POST","AdminCompatibility"
"GET","/api/v2/admin/email-deliverability/logs","1","admin/modules/advanced/EmailDeliverability.tsx","240","exists","GET","[\App\Http\Controllers\Api\AdminEmailDeliverabilityController::class, 'logs']","exists","GET","AdminEmailDeliverability"
"GET","/api/v2/admin/email-deliverability/push-summary","1","admin/modules/advanced/EmailDeliverability.tsx","222","exists","GET","[\App\Http\Controllers\Api\AdminEmailDeliverabilityController::class, 'pushSummary']","exists","GET","AdminEmailDeliverability"
"GET","/api/v2/admin/email-deliverability/queues","1","admin/modules/advanced/EmailDeliverability.tsx","273","exists","GET","[\App\Http\Controllers\Api\AdminEmailDeliverabilityController::class, 'queues']","exists","GET","AdminEmailDeliverability"
"GET","/api/v2/admin/email-deliverability/summary","1","admin/modules/advanced/EmailDeliverability.tsx","211","exists","GET","[\App\Http\Controllers\Api\AdminEmailDeliverabilityController::class, 'summary']","exists","GET","AdminEmailDeliverability"
"GET","/api/v2/admin/email-deliverability/suppressions","1","admin/modules/advanced/EmailDeliverability.tsx","259","exists","GET","[\App\Http\Controllers\Api\AdminEmailDeliverabilityController::class, 'suppressions']","exists","GET","AdminEmailDeliverability"
"DELETE","/api/v2/admin/email-deliverability/suppressions/{id}","1","admin/modules/advanced/EmailDeliverability.tsx","295","exists","DELETE","[\App\Http\Controllers\Api\AdminEmailDeliverabilityController::class, 'removeSuppression']","exists","DELETE","AdminEmailDeliverability"
"GET","/api/v2/admin/enterprise/config","1","admin/api/adminApi.ts","1101","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'config']","exists","GET","Enterprise"
"PUT","/api/v2/admin/enterprise/config","1","admin/api/adminApi.ts","1104","exists","PUT","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'updateConfig']","exists","PUT","Enterprise"
"POST","/api/v2/admin/enterprise/config/reset","1","admin/api/adminApi.ts","1107","exists","POST","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'resetConfig']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/dashboard","1","admin/api/adminApi.ts","1043","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'dashboard']","exists","GET","Enterprise"
"GET","/api/v2/admin/enterprise/gdpr/audit","1","admin/api/adminApi.ts","1084","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'gdprAudit']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/gdpr/audit/export","1","admin/api/adminApi.ts","1087","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'gdprAuditExport']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/gdpr/breaches","1","admin/api/adminApi.ts","1078","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'gdprBreaches']","exists-compatibility","GET","AdminCompatibility3"
"POST","/api/v2/admin/enterprise/gdpr/breaches","1","admin/api/adminApi.ts","1081","exists","POST","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'createBreach']","exists-compatibility","POST","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/gdpr/breaches/{id}","1","admin/api/adminApi.ts","1146","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'showBreach']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/enterprise/gdpr/breaches/{id}","1","admin/api/adminApi.ts","1149","exists","PUT","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'updateBreach']","exists","PUT","AdminExplicitParity"
"POST","/api/v2/admin/enterprise/gdpr/breaches/{id}/notify-dpa","1","admin/api/adminApi.ts","1152","exists","POST","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'notifyDpa']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/gdpr/consents","1","admin/api/adminApi.ts","1075","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'gdprConsents']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/gdpr/consent-types","1","admin/api/adminApi.ts","1127","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'consentTypes']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/enterprise/gdpr/consent-types","1","admin/api/adminApi.ts","1130","exists","POST","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'createConsentType']","exists","POST","AdminExplicitParity"
"DELETE","/api/v2/admin/enterprise/gdpr/consent-types/{id}","1","admin/api/adminApi.ts","1136","exists","DELETE","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'deleteConsentType']","exists","DELETE","AdminExplicitParity"
"PUT","/api/v2/admin/enterprise/gdpr/consent-types/{id}","1","admin/api/adminApi.ts","1133","exists","PUT","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'updateConsentType']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/gdpr/consent-types/{id}/export","1","admin/api/adminApi.ts","1142","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'exportConsentTypeUsers']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/gdpr/consent-types/{id}/users","1","admin/api/adminApi.ts","1139","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'consentTypeUsers']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/gdpr/dashboard","1","admin/api/adminApi.ts","1064","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'gdprDashboard']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/gdpr/requests","1","admin/api/adminApi.ts","1068","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'gdprRequests']","exists-compatibility","GET","AdminCompatibility3"
"POST","/api/v2/admin/enterprise/gdpr/requests","1","admin/api/adminApi.ts","1114","exists","POST","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'createGdprRequest']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/gdpr/requests/{id}","1","admin/api/adminApi.ts","1111","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'showGdprRequest']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/enterprise/gdpr/requests/{id}","1","admin/api/adminApi.ts","1072","exists","PUT","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'updateGdprRequest']","exists-compatibility","PUT","AdminCompatibility3"
"PUT","/api/v2/admin/enterprise/gdpr/requests/{id}/assign","1","admin/api/adminApi.ts","1117","exists","PUT","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'assignGdprRequest']","exists","PUT","AdminExplicitParity"
"POST","/api/v2/admin/enterprise/gdpr/requests/{id}/export","1","admin/api/adminApi.ts","1123","exists","POST","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'generateGdprExport']","exists","POST","AdminExplicitParity"
"POST","/api/v2/admin/enterprise/gdpr/requests/{id}/notes","1","admin/api/adminApi.ts","1120","exists","POST","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'addGdprRequestNote']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/gdpr/statistics","1","admin/api/adminApi.ts","1156","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'gdprStatistics']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/gdpr/trends","1","admin/api/adminApi.ts","1160","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'gdprTrends']","exists","GET","AdminExplicitParity"
